sample_num,sample_col,total_peak_area,formula_detected_n,delGcat_wmean,lambda_wmean,cue_wmean,nosc_wmean,ne_wmean,h_to_c_wmean,o_to_c_wmean,frac_CHO,frac_CHON,frac_CHOS,frac_CHOP,frac_N_containing,frac_P_containing,frac_S_containing,technical_rep,run_date_chr,run_date,tray_position,sample_name_raw,sample_is_extra,sample_date,depth,treatment_raw,plot,treatment
51,Sihi_60398_051_r1_Fir_09Oct24_300SA_p06_1_1_6185,99722045405.4226,2360,-11225.3833501229,0.0431828679825914,0.528891767993333,-0.357590203316343,96.7131205093114,1.25015965179234,0.43283511082125,0.756836527548458,0.0600899192826303,0.151168528633756,0.0111964271873929,0.0688316482687537,0.0254292085078937,0.170311219917613,1,09Oct24,2024-10-09,1,51,FALSE,2018-01-30,0-10 cm,warming treatment,4,warmed
51,Sihi_60398_051_r2_Fir_14Oct24_300SA_p06_1_1_6320,95005972717.2883,2446,-11682.8670403407,0.0422937505293927,0.530422590794707,-0.373374322840013,100.758872524946,1.22732707564679,0.412917801210438,0.719323293512477,0.0603807693267814,0.188266920744975,0.0101260128850433,0.0735923808809174,0.0220784356029115,0.208351387993175,2,14Oct24,2024-10-14,1,51,FALSE,2018-01-30,0-10 cm,warming treatment,4,warmed
52,Sihi_60398_052_r1_Fir_09Oct24_300SA_p06_2_1_6120,89126726408.9088,2377,-12573.9562544756,0.0395232058099299,0.532978843824341,-0.398027982351268,108.583276303271,1.18443108414571,0.380864022204324,0.655154708265056,0.0465655986435507,0.260991102298854,0.0183653887858454,0.0586929115283647,0.0273920827811552,0.278689245111078,1,09Oct24,2024-10-09,2,52,FALSE,2018-02-13,0-10 cm,warming treatment,4,warmed
52,Sihi_60398_052_r2_Fir_14Oct24_300SA_p06_2_1_6408,78296304567.5504,2404,-12951.6574969022,0.0385318839197402,0.535339205605145,-0.421662827372961,111.932602956508,1.13877324604237,0.344740925540811,0.599148588585897,0.0392443038086237,0.327573757228962,0.0175295398886896,0.0535717535606211,0.0229178969870652,0.342505187687602,2,14Oct24,2024-10-14,2,52,FALSE,2018-02-13,0-10 cm,warming treatment,4,warmed
53,Sihi_60398_053_r1_Fir_09Oct24_300SA_p06_3_1_6160,83346922315.7617,2022,-11604.4463020035,0.0421313541874115,0.532347688543171,-0.392206371119092,100.107891220167,1.2325722460291,0.40840818094381,0.719126149896741,0.0599607086443438,0.173453285030761,0.0239889910837614,0.0726381617939905,0.0379514437885795,0.194830736269429,1,09Oct24,2024-10-09,3,53,FALSE,2018-02-27,0-10 cm,warming treatment,4,warmed
53,Sihi_60398_053_r2_Fir_14Oct24_300SA_p06_3_1_6366,80248597521.1186,2172,-12421.47006583,0.0402857220465365,0.53543451914823,-0.423387406290353,107.340524463939,1.19171150410385,0.370582869806394,0.644037758438578,0.0556898111319557,0.255687786741759,0.0209998193833636,0.0719899269715009,0.0322132906780378,0.276816737111043,2,14Oct24,2024-10-14,3,53,FALSE,2018-02-27,0-10 cm,warming treatment,4,warmed
54,Sihi_60398_054_r1_Fir_09Oct24_300SA_p06_4_1_6179,79412347533.1853,2177,-11395.4646394447,0.0430091830466742,0.527883725684865,-0.345811315336964,98.0845860108361,1.22077342295654,0.427024239025498,0.707502830460409,0.054706469367044,0.192520924722984,0.0283668744296647,0.0635919610985921,0.0380666479796847,0.207741461481216,1,09Oct24,2024-10-09,4,54,FALSE,2018-05-09,0-10 cm,warming treatment,4,warmed
54,Sihi_60398_054_r2_Fir_14Oct24_300SA_p06_4_1_6387,71550876203.3965,2429,-12100.5486987294,0.0411806219612153,0.532991754582435,-0.397153914177816,104.402007704664,1.18324241954513,0.380745859529,0.62212073959735,0.0521612063325851,0.27387879636344,0.0308782750115188,0.067220633671425,0.0398717700640298,0.292368405751792,2,14Oct24,2024-10-14,4,54,FALSE,2018-05-09,0-10 cm,warming treatment,4,warmed
55,Sihi_60398_055_r1_Fir_09Oct24_300SA_p06_5_1_6254,72572406871.8553,2223,-13099.0366962048,0.0375895198861192,0.539059328097252,-0.458201434682463,113.295109191158,1.14801787032372,0.33418994981523,0.566885063647589,0.0352031428604317,0.348141819780745,0.0347876651208838,0.0470057402145395,0.0408125817021906,0.36102435350782,1,09Oct24,2024-10-09,5,55,FALSE,2018-05-22,0-10 cm,warming treatment,4,warmed
55,Sihi_60398_055_r2_Fir_14Oct24_300SA_p06_5_1_6441,71701101754.7437,2020,-11482.3947996601,0.0417556593607929,0.531491126902751,-0.382931354581128,98.97117966002,1.24506661595813,0.419744135636814,0.723196765896287,0.0716790775072718,0.14653565026302,0.029866110023337,0.0826966550529303,0.0499768028257162,0.1734174093036,2,14Oct24,2024-10-14,5,55,FALSE,2018-05-22,0-10 cm,warming treatment,4,warmed
55,Sihi_60398_055_r2_Fir_24Oct24_300SA_p06_5_1_6531,81231825160.8244,2405,-12971.2029562558,0.0381217128088815,0.537434670963315,-0.442551340757796,112.165229923327,1.15735493694095,0.344270707163683,0.579246633978513,0.0525857875403266,0.316526607072039,0.0312692741383605,0.0677713758104125,0.0405672219009872,0.334371072736344,2,24Oct24,2024-10-24,5,55,FALSE,2018-05-22,0-10 cm,warming treatment,4,warmed
56,Sihi_60398_056_r1_Fir_09Oct24_300SA_p06_6_1_6090,90768143594.7826,3302,-12057.2467724769,0.0413126437384955,0.527316893245099,-0.340006530524115,103.846656237984,1.19714055606276,0.414642501153816,0.676938895112249,0.0670681789788877,0.210424459913533,0.0218491378926148,0.0808409122132876,0.0347567295933505,0.231913749174908,1,09Oct24,2024-10-09,6,56,FALSE,2018-10-23,0-10 cm,warming treatment,4,warmed
56,Sihi_60398_056_r2_Fir_14Oct24_300SA_p06_6_1_6357,82799321286.6963,3416,-12697.3366554603,0.039894598463526,0.530764107865297,-0.375140221046336,109.581375380396,1.1627280503197,0.37831846688389,0.619930736306992,0.0588980801474222,0.278041289819288,0.0178794086967501,0.0760367865675821,0.0292567390176484,0.301679418277588,2,14Oct24,2024-10-14,6,56,FALSE,2018-10-23,0-10 cm,warming treatment,4,warmed
57,Sihi_60398_057_r1_Fir_09Oct24_300SA_p06_7_1_6146,85310187513.5546,1998,-12213.6489369133,0.040006686213362,0.535658015309937,-0.424728371967157,105.505644043346,1.21461896123203,0.388413019393982,0.67208069076612,0.0408874734300243,0.229266375396861,0.0398965473310676,0.0509618831031676,0.0501626329829391,0.246073821269665,1,09Oct24,2024-10-09,7,57,FALSE,2018-11-07,0-10 cm,warming treatment,4,warmed
57,Sihi_60398_057_r2_Fir_14Oct24_300SA_p06_7_1_6262,72119589610.182,2124,-12819.0016919251,0.0385949515388624,0.538533790099164,-0.453781203441299,110.883080189034,1.18032119296875,0.354594680645757,0.616947562454341,0.0382128504555293,0.28390004923923,0.0367536233754433,0.0543947611088296,0.0486392161552814,0.305315439768536,2,14Oct24,2024-10-14,7,57,FALSE,2018-11-07,0-10 cm,warming treatment,4,warmed
58,Sihi_60398_058_r1_Fir_09Oct24_300SA_p06_8_1_6108,78595189265.835,2400,-11375.6836890055,0.0428037046610804,0.523932688926844,-0.305801292342625,97.7503874183487,1.22067420085945,0.446160019753304,0.732570575406869,0.0688115875919062,0.1464020004566,0.0289132375754075,0.081912493124846,0.0404028041616363,0.169345730175687,1,09Oct24,2024-10-09,8,58,FALSE,2019-11-05,0-10 cm,warming treatment,4,warmed
58,Sihi_60398_058_r2_Fir_14Oct24_300SA_p06_8_1_6349,84875127600.7688,2707,-12316.031468326,0.0404969066682761,0.528112708638202,-0.348227923301761,106.082516381367,1.16611502248985,0.39605482835742,0.64688459527938,0.0618917099952536,0.245816979783133,0.0245349423614678,0.075678152882245,0.0336352747443523,0.26578035298961,2,14Oct24,2024-10-14,8,58,FALSE,2019-11-05,0-10 cm,warming treatment,4,warmed
59,Sihi_60398_059_r1_Fir_09Oct24_300SA_p06_9_1_6098,70736662843.4757,2427,-12163.4833856169,0.0407584233841841,0.528765859687442,-0.353809744260371,104.778053948031,1.18211916603438,0.4059633146904,0.656781424918668,0.0580472086225764,0.22490839734577,0.0375678743433519,0.0706062174573099,0.0542329167739077,0.243011977189569,1,09Oct24,2024-10-09,9,59,FALSE,2019-12-17,0-10 cm,warming treatment,4,warmed
59,Sihi_60398_059_r2_Fir_14Oct24_300SA_p06_9_1_6278,71020395004.221,2630,-12717.5118495023,0.0395884868381178,0.53121061247122,-0.378751074940607,109.716493326401,1.14992265630974,0.375103075608545,0.605064277812289,0.0564059869531184,0.277834886375085,0.0339510574412234,0.0752378530606092,0.0485753743223475,0.300055796491372,2,14Oct24,2024-10-14,9,59,FALSE,2019-12-17,0-10 cm,warming treatment,4,warmed
60,Sihi_60398_060_r1_Fir_09Oct24_300SA_p06_10_1_6149,87316253093.5799,3815,-12868.4828035116,0.0393911801180034,0.528468976652661,-0.351021424123764,110.910594994473,1.13647777170036,0.375655395420161,0.581771460854538,0.0720063170812664,0.294408677784019,0.0216321474488714,0.0943338369186392,0.0347513362599228,0.321402042951318,1,09Oct24,2024-10-09,10,60,FALSE,2019-12-31,0-10 cm,warming treatment,4,warmed
60,Sihi_60398_060_r2_Fir_14Oct24_300SA_p06_10_1_6307,81550261521.7631,3742,-13005.6977410007,0.0392379086453977,0.529037799897369,-0.357018160665193,112.103295149304,1.13151714707638,0.369587872329114,0.576495018876632,0.0750143487834703,0.288717784163261,0.0216354594037215,0.102633554002966,0.0368636078631816,0.324104692355077,2,14Oct24,2024-10-14,10,60,FALSE,2019-12-31,0-10 cm,warming treatment,4,warmed
61,Sihi_60398_061_r1_Fir_09Oct24_300SA_p06_11_1_6241,126603367243.954,5563,-11469.4005582491,0.0438359997350927,0.507011845438544,-0.131454832128998,97.8193159900722,1.13030765259899,0.482501293553518,0.722807940728297,0.0675404981127073,0.17922663686592,0.00885527118806058,0.0837934614089211,0.0159598580684411,0.200126526180118,1,09Oct24,2024-10-09,11,61,FALSE,2020-01-28,0-10 cm,warming treatment,4,warmed
61,Sihi_60398_061_r2_Fir_14Oct24_300SA_p06_11_1_6399,117533832216.943,5590,-11704.9830419279,0.0433836589185576,0.509157290984352,-0.154048866605455,99.9870141447545,1.13024927174854,0.471509760523311,0.71712677540361,0.0693664361250238,0.179241482844136,0.00855909778751448,0.0890450936683859,0.0176126890018877,0.204057864682131,2,14Oct24,2024-10-14,11,61,FALSE,2020-01-28,0-10 cm,warming treatment,4,warmed
62,Sihi_60398_062_r1_Fir_09Oct24_300SA_p06_12_1_6242,109322744040.54,7602,-13045.6869363117,0.0397010688486527,0.518957103823113,-0.25371073883882,112.055434535346,1.08205133075132,0.39429594735245,0.595295767533443,0.0677707609550335,0.294761475843063,0.00752928993461242,0.0963842200692027,0.0186086148474402,0.327549698727903,1,09Oct24,2024-10-09,12,62,FALSE,2020-03-10,0-10 cm,warming treatment,4,warmed
62,Sihi_60398_062_r2_Fir_14Oct24_300SA_p06_12_1_6420,101885641239.521,6839,-12914.4911363325,0.0402571385470869,0.519378946646505,-0.258215545209092,110.970338022338,1.10853111145714,0.405657304110953,0.615362141090511,0.0702672390236769,0.269702725700694,0.00879174606008457,0.0989898644555413,0.0209334654030785,0.303364791013019,2,14Oct24,2024-10-14,12,62,FALSE,2020-03-10,0-10 cm,warming treatment,4,warmed
63,Sihi_60398_063_r1_Fir_09Oct24_300SA_p06_13_1_6222,20168664242.228,419,-13470.4449215156,0.0362812613240956,0.570227040415453,-0.77285216064309,117.644598854473,1.22074466503112,0.20616755691115,0.240390987095551,0.0937041778027474,0.480029388817174,0.102254666396572,0.163656027584698,0.14766338902295,0.535786304209831,1,09Oct24,2024-10-09,13,63,FALSE,2021-12-15,0-10 cm,warming treatment,4,warmed
63,Sihi_60398_063_r2_Fir_14Oct24_300SA_p06_13_1_6440,22961144291.5059,457,-13775.2150348785,0.036160197150394,0.554120050020914,-0.616022226043056,119.552572304554,1.14318156421996,0.232853185057992,0.310300346508584,0.202252844082189,0.318721710493714,0.0663636312771335,0.275147787250471,0.10903068720926,0.410193415388448,2,14Oct24,2024-10-14,13,63,FALSE,2021-12-15,0-10 cm,warming treatment,4,warmed
63,Sihi_60398_063_r2_Fir_24Oct24_300SA_p06_13_1_6530,27107092694.0865,565,-14396.6362686488,0.0338863357617851,0.562588928418806,-0.697139661293396,125.356532320166,1.11037862013193,0.188629180371103,0.258956825912405,0.126337924989416,0.417453363829083,0.0917256959860531,0.207766536802672,0.145397988198965,0.496237638561377,2,24Oct24,2024-10-24,13,63,FALSE,2021-12-15,0-10 cm,warming treatment,4,warmed
64,Sihi_60398_064_r1_Fir_09Oct24_300SA_p06_14_1_6131,34059833402.8478,598,-13927.0896805859,0.0345564411691103,0.567562055034429,-0.746549416144923,121.636411260581,1.19652103026224,0.208031736144437,0.302841126444536,0.0641438815334522,0.505295601902419,0.0625583638169974,0.126711879138005,0.116593703601607,0.523327691349558,1,09Oct24,2024-10-09,14,64,FALSE,2022-09-08,0-10 cm,warming treatment,4,warmed
64,Sihi_60398_064_r2_Fir_14Oct24_300SA_p06_14_1_6364,26081990008.242,592,-13753.3326364155,0.0358844936339411,0.567363342607374,-0.745306771844548,120.089588802357,1.21355078840298,0.216760132772494,0.318210755194715,0.0734664776344121,0.462260926318158,0.0632986784885754,0.15145857588142,0.12730361269776,0.492728497163401,2,14Oct24,2024-10-14,14,64,FALSE,2022-09-08,0-10 cm,warming treatment,4,warmed
65,Sihi_60398_065_r1_Fir_09Oct24_300SA_p06_15_1_6181,23498226077.4817,599,-14059.5024569946,0.034895659229801,0.567400158991281,-0.743946222387945,122.754800528632,1.19685765580864,0.2179859937936,0.325811067841075,0.0502119520837651,0.484504515757393,0.0890647746180184,0.0917965303500557,0.114480996742261,0.520269175773312,1,09Oct24,2024-10-09,15,65,FALSE,2022-11-16,0-10 cm,warming treatment,4,warmed
65,Sihi_60398_065_r2_Fir_14Oct24_300SA_p06_15_1_6415,19929450600.1359,687,-13843.7654091574,0.0357171326768835,0.564980972795725,-0.720103084725245,120.701623478438,1.18104750421398,0.221179882803421,0.336851039182223,0.0644380602686829,0.44660936111022,0.0929775027616237,0.111360732501233,0.123132271820874,0.489589354075522,2,14Oct24,2024-10-14,15,65,FALSE,2022-11-16,0-10 cm,warming treatment,4,warmed
66,Sihi_60398_066_r1_Fir_09Oct24_300SA_p06_16_1_6219,22606646301.3861,729,-14785.3371766922,0.0332547110314566,0.567538872260234,-0.745192619832655,129.176445951408,1.16376140542425,0.190293948674323,0.252247733969924,0.0526529694684834,0.546788692687513,0.072515609006167,0.118302597660845,0.105172353192937,0.603369638576755,1,09Oct24,2024-10-09,16,66,FALSE,2023-05-30,0-10 cm,warming treatment,4,warmed
66,Sihi_60398_066_r2_Fir_14Oct24_300SA_p06_16_1_6351,18500876267.5194,781,-15106.0758182783,0.0335146067835641,0.566636965746043,-0.736761777661572,132.000420585158,1.15572203777336,0.189733220577549,0.255976438043002,0.0742776897043704,0.507569509524114,0.0734281946403347,0.15089216689449,0.109959610474129,0.574824202062981,2,14Oct24,2024-10-14,16,66,FALSE,2023-05-30,0-10 cm,warming treatment,4,warmed
67,Sihi_60398_067_r1_Fir_09Oct24_300SA_p06_17_1_6230,25195234688.4869,949,-14303.0604700997,0.0338588259277124,0.570894544041001,-0.777380211186891,124.937585627947,1.18919260983843,0.197783265652572,0.283639501060438,0.0370505824726242,0.522577693377701,0.105328045911808,0.0826062237792328,0.130019280742792,0.562024589280589,1,09Oct24,2024-10-09,17,67,FALSE,2023-12-27,0-10 cm,warming treatment,4,warmed
67,Sihi_60398_067_r2_Fir_14Oct24_300SA_p06_17_1_6448,30193110649.3353,1116,-14353.4812712001,0.0337244735046212,0.565894260320205,-0.72888795591052,125.180383861218,1.18485696152831,0.213563559523776,0.296035586304975,0.0891458017536463,0.459091112236077,0.0956403491002123,0.134673605961125,0.124555348344012,0.507592316587382,2,14Oct24,2024-10-14,17,67,FALSE,2023-12-27,0-10 cm,warming treatment,4,warmed
67,Sihi_60398_067_r2_Fir_24Oct24_300SA_p06_17_1_6538,30708296642.5054,1193,-14551.6776505582,0.0335028302074399,0.566410656973467,-0.733357650955108,127.006196726369,1.15031860375928,0.196041516179581,0.286454083994176,0.0707008222760286,0.487487517265504,0.0942565862187156,0.11820259644785,0.123645672815674,0.535005726981845,2,24Oct24,2024-10-24,17,67,FALSE,2023-12-27,0-10 cm,warming treatment,4,warmed
68,Sihi_60398_068_r1_Fir_08Oct24_300SA_p03_18_1_6021,14783870912.0447,537,-14775.4891205769,0.0326101675818761,0.573110947097901,-0.799599589124547,129.221185160505,1.17011052814521,0.173573264425246,0.214448985008562,0.0496498669959582,0.578313807505967,0.101921655605382,0.0945398111039067,0.125075195252879,0.623742127251431,1,08Oct24,2024-10-08,18,68,FALSE,2024-04-16,0-10 cm,warming treatment,4,warmed
68,Sihi_60398_068_r1_Fir_09Oct24_300SA_p06_18_1_6064,22177061423.0118,487,-13675.1792581828,0.034677059174691,0.574034196292014,-0.809097805263488,119.511330551796,1.22639916942694,0.201383815128576,0.251041883480441,0.0649451656776378,0.515333593411133,0.121603220995551,0.0979737452070746,0.153882378431779,0.549552921715061,1,09Oct24,2024-10-09,18,68,FALSE,2024-04-16,0-10 cm,warming treatment,4,warmed
68,Sihi_60398_068_r2_Fir_14Oct24_300SA_p06_18_1_6347,22166133405.2279,640,-13904.053660775,0.0350064698995426,0.56862824833747,-0.755526330000532,121.259739113665,1.18075674993027,0.202043408517301,0.268003903171222,0.0818000767512287,0.457552514243108,0.111735585054202,0.143637865364975,0.151342322311453,0.522409241522986,2,14Oct24,2024-10-14,18,68,FALSE,2024-04-16,0-10 cm,warming treatment,4,warmed
69,Sihi_60398_069_r1_Fir_09Oct24_300SA_p06_19_1_6244,18153041365.9087,794,-15431.8163053354,0.0322725095517694,0.57083920972751,-0.778796206444355,135.005731806404,1.19420605489081,0.190310774079532,0.261274662009073,0.0548655942252131,0.50045061227059,0.0833403836094064,0.141062122338514,0.12360998601517,0.580264634474859,1,09Oct24,2024-10-09,19,69 (EXTRA),TRUE,2024-04-30,0-10 cm,warming treatment,4,warmed
69,Sihi_60398_069_r2_Fir_14Oct24_300SA_p06_19_1_6450,24464675968.1998,678,-14912.401932589,0.0321260355113557,0.568227132906382,-0.753842314703318,130.37387799424,1.1779084774306,0.192566061589654,0.260006758420857,0.100841663326659,0.484676302597707,0.0797763599765395,0.164278462086838,0.120309357702936,0.534675537703122,2,14Oct24,2024-10-14,19,69 (EXTRA),TRUE,2024-04-30,0-10 cm,warming treatment,4,warmed
69,Sihi_60398_069_r2_Fir_24Oct24_300SA_p06_19_1_6540,23712180543.4536,715,-15124.8604672083,0.0323705462581803,0.569883038586088,-0.769824170335398,132.379855738905,1.18094369581864,0.184875560288008,0.239048979794733,0.0811770701808142,0.500359335486759,0.0882014255295476,0.159901245189186,0.131307040127718,0.567487313078732,2,24Oct24,2024-10-24,19,69 (EXTRA),TRUE,2024-04-30,0-10 cm,warming treatment,4,warmed
70,Sihi_60398_070_r1_Fir_08Oct24_300SA_p03_20_1_6016,27091328812.6283,988,-13740.1443053973,0.0354862569910565,0.550028784939552,-0.568168428241868,119.263438201633,1.10859805241947,0.255417906819118,0.42770058868607,0.0212733790317218,0.488165447500473,0.0357677426035974,0.0432406438603688,0.0466772976914286,0.511521314416464,1,08Oct24,2024-10-08,20,70,FALSE,2017-05-31,0-10 cm,Control treatment,5,control
70,Sihi_60398_070_r1_Fir_09Oct24_300SA_p06_20_1_6059,35483754365.9844,751,-12498.2076636954,0.0388808148167407,0.548319893524427,-0.552876946383554,108.427745639576,1.22296518179117,0.326096199039705,0.556446504833304,0.0327941996918631,0.34793077491245,0.0482460514743578,0.0432608283237679,0.0587461189917215,0.356815600683775,1,09Oct24,2024-10-09,20,70,FALSE,2017-05-31,0-10 cm,Control treatment,5,control
70,Sihi_60398_070_r2_Fir_14Oct24_300SA_p06_20_1_6407,29338476434.7887,750,-12921.6039500381,0.0381864209435195,0.549663640979685,-0.566227511124045,112.12907614174,1.17670523456485,0.292933212774232,0.493426345056385,0.034966707983813,0.39628736419738,0.0455165360013755,0.0607487707353137,0.0584243145251273,0.418820698358986,2,14Oct24,2024-10-14,20,70,FALSE,2017-05-31,0-10 cm,Control treatment,5,control
71,Sihi_60398_071_r1_Fir_09Oct24_300SA_p06_21_1_6119,36270336906.6984,367,-12702.1124603433,0.0328443481440273,0.595428981569003,-1.02075106885891,111.707071118032,1.4269515743163,0.205294110466672,0.215361286398825,0.00363038292990875,0.577830717428077,0.180911774159632,0.0230928180353012,0.192921319342789,0.591880888310189,1,09Oct24,2024-10-09,21,71,FALSE,2018-10-10,0-10 cm,Control treatment,5,control
71,Sihi_60398_071_r2_Fir_14Oct24_300SA_p06_21_1_6421,21619641905.5807,275,-11962.3925870827,0.033988549738798,0.602224025035218,-1.08878182349692,105.460417528937,1.49117409157529,0.203341356147117,0.189167889209843,0.0116101111006517,0.584113888612391,0.195047151883446,0.028735048081748,0.210085775255164,0.592072246646913,2,14Oct24,2024-10-14,21,71,FALSE,2018-10-10,0-10 cm,Control treatment,5,control
72,Sihi_60398_072_r1_Fir_09Oct24_300SA_p06_22_1_6126,54234099595.1469,2060,-14469.9534205045,0.0332950158660985,0.555588150618425,-0.626737059906809,125.984729156814,1.11706262904648,0.225032312928913,0.365273455969924,0.0729022840604221,0.500744677744845,0.0421697474346872,0.0859139051089839,0.0525331058488124,0.516412349396085,1,09Oct24,2024-10-09,22,72,FALSE,2018-10-23,0-10 cm,Control treatment,5,control
72,Sihi_60398_072_r2_Fir_14Oct24_300SA_p06_22_1_6443,44915326454.781,1844,-13449.839868189,0.0363640246115625,0.550684690078514,-0.579756392068085,116.913828207243,1.20576801303708,0.289894397472199,0.463616727443554,0.14955150282312,0.278973835731146,0.0413850755712518,0.176653371347941,0.0860775104855637,0.341316474326691,2,14Oct24,2024-10-14,22,72,FALSE,2018-10-23,0-10 cm,Control treatment,5,control
72,Sihi_60398_072_r2_Fir_24Oct24_300SA_p06_22_1_6533,52143931691.9971,2020,-14307.4773970253,0.0340510046156312,0.553317483875492,-0.605165702567349,124.469688003393,1.12810549545101,0.237695671559641,0.371463012846967,0.112169971054269,0.435857985142602,0.0413808713631508,0.137217904297017,0.0625976112808025,0.470746664179149,2,24Oct24,2024-10-24,22,72,FALSE,2018-10-23,0-10 cm,Control treatment,5,control
73,Sihi_60398_073_r1_Fir_08Oct24_300SA_p03_23_1_6019,62402238035.5736,2672,-14123.2119153372,0.0346755884582917,0.540608581886518,-0.473045251670861,122.247255730564,1.09166455756922,0.294592620031778,0.500021752379484,0.0292438438661336,0.421701930625169,0.02473348123357,0.0492317259338586,0.0336604824042185,0.443634815952379,1,08Oct24,2024-10-08,23,73,FALSE,2019-09-10,0-10 cm,Control treatment,5,control
73,Sihi_60398_073_r1_Fir_09Oct24_300SA_p06_23_1_6062,75606403299.2891,2108,-12296.2728853032,0.0393412930695227,0.535625811306722,-0.424383814069797,106.241324921908,1.23701118657403,0.395744236529431,0.685900772013086,0.0556307501410699,0.199864009000398,0.0292341379353448,0.0690404386125148,0.0480114322536068,0.227011194151525,1,09Oct24,2024-10-09,23,73,FALSE,2019-09-10,0-10 cm,Control treatment,5,control
73,Sihi_60398_073_r2_Fir_14Oct24_300SA_p06_23_1_6445,78622713766.25,1978,-11995.4568739524,0.0399334322371637,0.533293879724554,-0.400742462769692,103.476225810505,1.23176857841697,0.402682996916652,0.704721371489471,0.0653098308970219,0.159912935331822,0.0230882035473598,0.0872788081872684,0.0512386484225107,0.20569185905371,2,14Oct24,2024-10-14,23,73,FALSE,2019-09-10,0-10 cm,Control treatment,5,control
73,Sihi_60398_073_r2_Fir_24Oct24_300SA_p06_23_1_6535,90651393829.3246,2207,-13098.1901775951,0.0373103497075752,0.536468985164455,-0.433042137006698,113.19000649188,1.15867190401166,0.34810765627292,0.592655549062896,0.0581276855364889,0.296893087586375,0.0206666909834053,0.0772923038073552,0.0355922806248404,0.327299900182428,2,24Oct24,2024-10-24,23,73,FALSE,2019-09-10,0-10 cm,Control treatment,5,control
74,Sihi_60398_074_r1_Fir_08Oct24_300SA_p03_24_1_6026,28160599023.2393,1159,-14683.2294345033,0.0322368984452011,0.56098352022756,-0.677276024496961,127.93364527568,1.13561234469685,0.221047543532019,0.35923375477493,0.0147139050540649,0.516217009074811,0.0787254298754012,0.0417416177545694,0.0884585766312016,0.542639602117091,1,08Oct24,2024-10-08,24,74,FALSE,2019-12-17,0-10 cm,Control treatment,5,control
74,Sihi_60398_074_r1_Fir_09Oct24_300SA_p06_24_1_6069,43910394696.7736,999,-13833.2432012789,0.0338144334990859,0.56141142690859,-0.681924230971444,120.493448316206,1.20732630406738,0.258606410608942,0.401467306190949,0.0276621603756445,0.456437320272686,0.0946779865679182,0.0396354193446066,0.106942398990245,0.472662159757425,1,09Oct24,2024-10-09,24,74,FALSE,2019-12-17,0-10 cm,Control treatment,5,control
74,Sihi_60398_074_r2_Fir_14Oct24_300SA_p06_24_1_6352,35444253021.6417,993,-14138.8155401938,0.0335634847409606,0.560818382655247,-0.676093571479958,123.091650764466,1.17407980610315,0.242624590182973,0.373076558312763,0.0394453058199851,0.451218869300618,0.0944875655272481,0.0706726022634929,0.111879067949698,0.488534591507982,2,14Oct24,2024-10-14,24,74,FALSE,2019-12-17,0-10 cm,Control treatment,5,control
75,Sihi_60398_075_r1_Fir_09Oct24_300SA_p06_25_1_6180,37304079988.1082,881,-13399.0241235433,0.0343046668846512,0.564208975845312,-0.709206784301212,116.741128140768,1.22630381247902,0.254569337862883,0.384482294200728,0.0228766158686776,0.457454753976862,0.106282766864852,0.0459876382358625,0.116369957998414,0.482678160025254,1,09Oct24,2024-10-09,25,75,FALSE,2020-01-28,0-10 cm,Control treatment,5,control
75,Sihi_60398_075_r2_Fir_14Oct24_300SA_p06_25_1_6379,30716216535.0762,843,-13831.7492984807,0.0338001335871886,0.564419581868943,-0.711400464320638,120.476900560857,1.21263836057049,0.245163257399411,0.357245738039442,0.0365471131936971,0.440345434733161,0.111496383104003,0.0802149401452741,0.129659329131536,0.489459100923573,2,14Oct24,2024-10-14,25,75,FALSE,2020-01-28,0-10 cm,Control treatment,5,control
76,Sihi_60398_076_r1_Fir_08Oct24_300SA_p03_26_1_6034,33375678498.744,1502,-14337.1384610043,0.0333773874753737,0.557374615206844,-0.64201529714996,124.818083474549,1.1527409206107,0.244794536097865,0.417720946856215,0.0172675913711849,0.473959889857629,0.0608484591007649,0.0432293496245645,0.0707985424101488,0.501706092074303,1,08Oct24,2024-10-08,26,76,FALSE,2020-02-25,0-10 cm,Control treatment,5,control
76,Sihi_60398_076_r1_Fir_09Oct24_300SA_p06_26_1_6042,52700519468.1818,1215,-13416.5469034445,0.0351780518914514,0.560918169673107,-0.677870216028374,116.939010513443,1.27619849881781,0.29415842393055,0.485240514979522,0.0341729203364342,0.353969286222456,0.0742305527382355,0.0496336366348765,0.11556565767103,0.403148205362841,1,09Oct24,2024-10-09,26,76,FALSE,2020-02-25,0-10 cm,Control treatment,5,control
76,Sihi_60398_076_r2_Fir_14Oct24_300SA_p06_26_1_6361,44824615398.8364,1294,-14176.5928191703,0.034005036355667,0.555057936136978,-0.618841440791916,123.148826414407,1.16102252577787,0.258039562021615,0.403777893804125,0.0597187992041045,0.382858967379131,0.0681843712095571,0.115669884091438,0.103373307139657,0.463621567574056,2,14Oct24,2024-10-14,26,76,FALSE,2020-02-25,0-10 cm,Control treatment,5,control
