series_id,plot,treatment_label,depth_label,sample_num_1,sample_num_2,date_1,date_2,lag_days,log2_lag,formula_jaccard_distance,vk_class_braycurtis,metric_vector_distance
1.0-10 cm,1,Control,0-10 cm,2,6,2017-12-06,2018-11-07,336,8.39231742277876,0.528688524590164,0.056008806008806,0.255984299858316
1.0-10 cm,1,Control,0-10 cm,2,7,2017-12-06,2019-09-10,643,9.32867492732795,0.447204968944099,0.0724439227960355,0.306825541983501
1.0-10 cm,1,Control,0-10 cm,2,8,2017-12-06,2019-12-03,727,9.50581155391959,0.431072210065646,0.0676413255360624,0.484897677968328
1.0-10 cm,1,Control,0-10 cm,2,9,2017-12-06,2020-01-28,783,9.61286849729104,0.601351351351351,0.0959093421779989,0.508889999331204
1.0-10 cm,1,Control,0-10 cm,2,10,2017-12-06,2021-12-15,1470,10.5216004397237,0.666666666666667,0.176455026455026,0.906474490449238
1.0-10 cm,1,Control,0-10 cm,2,11,2017-12-06,2022-08-23,1721,10.7490313820402,0.660988074957411,0.249686126804771,1.17771045485959
1.0-10 cm,1,Control,0-10 cm,2,12,2017-12-06,2022-09-08,1737,10.7623820387104,0.552208835341365,0.0753316032295271,0.689845532518327
1.0-10 cm,1,Control,0-10 cm,2,13,2017-12-06,2022-11-16,1806,10.8185821774809,0.630536130536131,0.1853721150491,0.909899283782318
1.0-10 cm,1,Control,0-10 cm,3,4,2018-05-09,2018-05-22,13,3.70043971814109,0.725631768953069,0.13755334901141,0.625857522007762
1.0-10 cm,1,Control,0-10 cm,3,5,2018-05-09,2018-10-10,154,7.2667865406949,0.654545454545455,0.125304534380568,0.649435403918701
1.0-10 cm,1,Control,0-10 cm,3,6,2018-05-09,2018-11-07,182,7.5077946401987,0.576388888888889,0.0530237552709463,0.350253703586879
1.0-10 cm,1,Control,0-10 cm,3,7,2018-05-09,2019-09-10,489,8.93369065495223,0.477900552486188,0.0293822862267236,0.127911275996115
1.0-10 cm,1,Control,0-10 cm,3,8,2018-05-09,2019-12-03,573,9.16239132875691,0.526978417266187,0.161482357579342,0.80275902132914
1.0-10 cm,1,Control,0-10 cm,3,9,2018-05-09,2020-01-28,629,9.29691620687929,0.638323353293413,0.176980267203309,0.75966021360689
1.0-10 cm,1,Control,0-10 cm,3,10,2018-05-09,2021-12-15,1316,10.3619437737352,0.724137931034483,0.121107544141252,0.675389097974892
1.0-10 cm,1,Control,0-10 cm,3,11,2018-05-09,2022-08-23,1567,10.6137894644726,0.688330871491876,0.179045261220085,0.908099442549527
1.0-10 cm,1,Control,0-10 cm,3,12,2018-05-09,2022-09-08,1583,10.6284455401372,0.632890365448505,0.123679742881951,0.781447271705726
1.0-10 cm,1,Control,0-10 cm,3,13,2018-05-09,2022-11-16,1652,10.6899979714194,0.640042598509052,0.118655516405301,0.630524603649389
1.0-10 cm,1,Control,0-10 cm,4,5,2018-05-22,2018-10-10,141,7.13955135239879,0.418410041841004,0.041770151275683,0.241565500931272
1.0-10 cm,1,Control,0-10 cm,4,6,2018-05-22,2018-11-07,169,7.40087943628218,0.56875,0.110180517157261,0.352066733701353
1.0-10 cm,1,Control,0-10 cm,4,7,2018-05-22,2019-09-10,476,8.89481776330794,0.752107925801012,0.116156239764166,0.585398995287323
1.0-10 cm,1,Control,0-10 cm,4,8,2018-05-22,2019-12-03,560,9.12928301694497,0.589506172839506,0.0403712770297838,0.37208496409025
1.0-10 cm,1,Control,0-10 cm,4,9,2018-05-22,2020-01-28,616,9.2667865406949,0.811349693251534,0.0878745805854448,0.606208718157942
1.0-10 cm,1,Control,0-10 cm,4,10,2018-05-22,2021-12-15,1303,10.3476213685681,0.613496932515337,0.214700996677741,0.957717615041592
1.0-10 cm,1,Control,0-10 cm,4,11,2018-05-22,2022-08-23,1554,10.6017707884077,0.688279301745636,0.259657075285771,1.2514038999634
1.0-10 cm,1,Control,0-10 cm,4,12,2018-05-22,2022-09-08,1570,10.616548843779,0.627976190476191,0.0903476301601352,0.630603340304965
1.0-10 cm,1,Control,0-10 cm,4,13,2018-05-22,2022-11-16,1639,10.6786001390995,0.829923273657289,0.205992362828258,1.09447561431203
1.0-10 cm,1,Control,0-10 cm,5,6,2018-10-10,2018-11-07,28,4.8073549220576,0.402597402597403,0.0852060560798426,0.366147673812305
1.0-10 cm,1,Control,0-10 cm,5,7,2018-10-10,2019-09-10,335,8.38801728534514,0.679180887372014,0.103907425133324,0.593608288262927
1.0-10 cm,1,Control,0-10 cm,5,8,2018-10-10,2019-12-03,419,8.71080643369935,0.460815047021944,0.0399761539771759,0.406032604498155
1.0-10 cm,1,Control,0-10 cm,5,9,2018-10-10,2020-01-28,475,8.89178370321831,0.757296466973886,0.0818641420728075,0.637223506745853
1.0-10 cm,1,Control,0-10 cm,5,10,2018-10-10,2021-12-15,1162,10.1823943534045,0.553571428571429,0.19372399445215,1.06357003356147
1.0-10 cm,1,Control,0-10 cm,5,11,2018-10-10,2022-08-23,1413,10.4645457503339,0.634146341463415,0.275382590093796,1.35736171757687
1.0-10 cm,1,Control,0-10 cm,5,12,2018-10-10,2022-09-08,1429,10.4807902010958,0.526785714285714,0.0963818994188195,0.715111231225336
1.0-10 cm,1,Control,0-10 cm,5,13,2018-10-10,2022-11-16,1498,10.5488219084588,0.781771501925546,0.205418860824001,1.12621029529101
1.0-10 cm,1,Control,0-10 cm,6,7,2018-11-07,2019-09-10,307,8.26209484537018,0.593080724876442,0.0397173249285925,0.291221028497211
1.0-10 cm,1,Control,0-10 cm,6,8,2018-11-07,2019-12-03,391,8.61102479730735,0.409470752089137,0.121383879278616,0.555274762334015
1.0-10 cm,1,Control,0-10 cm,6,9,2018-11-07,2020-01-28,447,8.80413102118332,0.726361031518625,0.151723897992555,0.679583461356489
1.0-10 cm,1,Control,0-10 cm,6,10,2018-11-07,2021-12-15,1134,10.1472049249422,0.595533498759305,0.128021978021978,0.724702727425627
1.0-10 cm,1,Control,0-10 cm,6,11,2018-11-07,2022-08-23,1385,10.4356702609366,0.602620087336245,0.201058828177472,1.01147016068034
1.0-10 cm,1,Control,0-10 cm,6,12,2018-11-07,2022-09-08,1401,10.4522412404308,0.525641025641026,0.070655987611005,0.55668928770177
1.0-10 cm,1,Control,0-10 cm,6,13,2018-11-07,2022-11-16,1470,10.5216004397237,0.72332506203474,0.136744816421802,0.791852820179804
1.0-10 cm,1,Control,0-10 cm,7,8,2019-09-10,2019-12-03,84,6.39231742277876,0.541880341880342,0.140085248332098,0.733899037039062
1.0-10 cm,1,Control,0-10 cm,7,9,2019-09-10,2020-01-28,140,7.12928301694497,0.547146401985112,0.160001051082615,0.724632670605756
1.0-10 cm,1,Control,0-10 cm,7,10,2019-09-10,2021-12-15,827,9.69174351917128,0.72289156626506,0.141700201207243,0.678175062255833
1.0-10 cm,1,Control,0-10 cm,7,11,2019-09-10,2022-08-23,1078,10.0741414627525,0.708683473389356,0.191652741306597,0.921523177192924
1.0-10 cm,1,Control,0-10 cm,7,12,2019-09-10,2022-09-08,1094,10.0953970227926,0.65251572327044,0.110373312539597,0.692119131451049
1.0-10 cm,1,Control,0-10 cm,7,13,2019-09-10,2022-11-16,1163,10.1836353814732,0.591836734693878,0.127338729550926,0.617926845591944
1.0-10 cm,1,Control,0-10 cm,8,9,2019-12-03,2020-01-28,56,5.8073549220576,0.623255813953488,0.0840534171249018,0.402488335814305
1.0-10 cm,1,Control,0-10 cm,8,10,2019-12-03,2021-12-15,743,9.5372184005386,0.591022443890274,0.226441102756892,1.1629444629504
1.0-10 cm,1,Control,0-10 cm,8,11,2019-12-03,2022-08-23,994,9.95710204156229,0.628755364806867,0.283586083853702,1.44469041002627
1.0-10 cm,1,Control,0-10 cm,8,12,2019-12-03,2022-09-08,1010,9.98013957763916,0.427397260273973,0.104012626722516,0.604623123346902
1.0-10 cm,1,Control,0-10 cm,8,13,2019-12-03,2022-11-16,1079,10.075479149488,0.683738796414853,0.233430143326014,1.2672642170573
1.0-10 cm,1,Control,0-10 cm,9,10,2020-01-28,2021-12-15,687,9.4241662888181,0.729496402877698,0.263237384506041,1.24600491434924
1.0-10 cm,1,Control,0-10 cm,9,11,2020-01-28,2022-08-23,938,9.87344411251538,0.74738219895288,0.311184192034179,1.4970030446308
1.0-10 cm,1,Control,0-10 cm,9,12,2020-01-28,2022-09-08,954,9.89784545600551,0.627692307692308,0.141466829634985,0.828731753932077
1.0-10 cm,1,Control,0-10 cm,9,13,2020-01-28,2022-11-16,1023,9.99859042974533,0.630722278738555,0.260400554428396,1.2964244285611
1.0-10 cm,1,Control,0-10 cm,10,11,2021-12-15,2022-08-23,251,7.97154355395077,0.515222482435597,0.0882768361581921,0.302236981640452
1.0-10 cm,1,Control,0-10 cm,10,12,2021-12-15,2022-09-08,267,8.06069593168756,0.449591280653951,0.140360850222442,0.759527301399005
1.0-10 cm,1,Control,0-10 cm,10,13,2021-12-15,2022-11-16,336,8.39231742277876,0.709962168978563,0.057099596231494,0.444984436849202
1.0-10 cm,1,Control,0-10 cm,11,12,2022-08-23,2022-09-08,16,4,0.483490566037736,0.195364885734952,1.00826831441513
1.0-10 cm,1,Control,0-10 cm,11,13,2022-08-23,2022-11-16,85,6.4093909361377,0.681490384615385,0.0955661503600459,0.500986925291424
1.0-10 cm,1,Control,0-10 cm,12,13,2022-09-08,2022-11-16,69,6.10852445677817,0.642105263157895,0.147349890791563,0.930806987469908
2.0-10 cm,2,Warmed,0-10 cm,14,15,2017-05-31,2017-12-06,189,7.56224242422107,0.763280521901212,0.257810771341329,1.35200944386968
2.0-10 cm,2,Warmed,0-10 cm,14,16,2017-05-31,2018-05-09,343,8.42206476617281,0.577165354330709,0.228131076064968,1.08620345985374
2.0-10 cm,2,Warmed,0-10 cm,14,17,2017-05-31,2018-05-22,356,8.4757334309664,0.720913107511046,0.307581432876654,1.66861079485287
2.0-10 cm,2,Warmed,0-10 cm,14,18,2017-05-31,2018-10-10,497,8.95710204156229,0.74706413730804,0.304195202203772,1.48741620709372
2.0-10 cm,2,Warmed,0-10 cm,14,19,2017-05-31,2018-11-07,525,9.03617361255349,0.712440516655336,0.193264942016057,1.47221132187841
2.0-10 cm,2,Warmed,0-10 cm,14,20,2017-05-31,2019-09-10,832,9.70043971814109,0.73866090712743,0.14621079290863,1.01189697137214
2.0-10 cm,2,Warmed,0-10 cm,14,21,2017-05-31,2019-12-03,916,9.83920378809694,0.75958904109589,0.31596876038551,1.55542442005221
2.0-10 cm,2,Warmed,0-10 cm,14,22,2017-05-31,2020-01-28,972,9.92481250360578,0.693302891933029,0.297350187471222,1.52031818633503
2.0-10 cm,2,Warmed,0-10 cm,14,23,2017-05-31,2021-12-15,1659,10.6960981709559,0.863678804855276,0.36401874961197,1.7868518682045
2.0-10 cm,2,Warmed,0-10 cm,14,24,2017-05-31,2022-08-23,1910,10.8993569229231,0.719021310181531,0.317759167269913,1.60149672246944
2.0-10 cm,2,Warmed,0-10 cm,14,25,2017-05-31,2022-11-16,1995,10.9621730311097,0.890489913544669,0.383062896618202,1.8968557480132
2.0-10 cm,2,Warmed,0-10 cm,15,16,2017-12-06,2018-05-09,154,7.2667865406949,0.728571428571429,0.0592050924427206,0.614893970649266
2.0-10 cm,2,Warmed,0-10 cm,15,17,2017-12-06,2018-05-22,167,7.38370429247405,0.709110867178924,0.0682044916518229,0.619183229788012
2.0-10 cm,2,Warmed,0-10 cm,15,18,2017-12-06,2018-10-10,308,8.2667865406949,0.532859680284192,0.0652623637788872,0.458920530071542
2.0-10 cm,2,Warmed,0-10 cm,15,19,2017-12-06,2018-11-07,336,8.39231742277876,0.785974499089253,0.0665164216023087,0.403633973196128
2.0-10 cm,2,Warmed,0-10 cm,15,20,2017-12-06,2019-09-10,643,9.32867492732795,0.887147335423198,0.183350964856997,0.740781183755616
2.0-10 cm,2,Warmed,0-10 cm,15,21,2017-12-06,2019-12-03,727,9.50581155391959,0.733535967578521,0.0673852093440663,0.379481203635939
2.0-10 cm,2,Warmed,0-10 cm,15,22,2017-12-06,2020-01-28,783,9.61286849729104,0.702581369248036,0.0485950435555075,0.334021229698736
2.0-10 cm,2,Warmed,0-10 cm,15,23,2017-12-06,2021-12-15,1470,10.5216004397237,0.672064777327935,0.107374783614992,0.511320197482834
2.0-10 cm,2,Warmed,0-10 cm,15,24,2017-12-06,2022-08-23,1721,10.7490313820402,0.641943734015345,0.0742106538182014,0.612787846699418
2.0-10 cm,2,Warmed,0-10 cm,15,25,2017-12-06,2022-11-16,1806,10.8185821774809,0.717062634989201,0.13896279064012,0.741596343308652
2.0-10 cm,2,Warmed,0-10 cm,16,17,2018-05-09,2018-05-22,13,3.70043971814109,0.607232968881413,0.0931601688587423,0.734310380467806
2.0-10 cm,2,Warmed,0-10 cm,16,18,2018-05-09,2018-10-10,154,7.2667865406949,0.646632124352332,0.0927966644782101,0.496668431402325
2.0-10 cm,2,Warmed,0-10 cm,16,19,2018-05-09,2018-11-07,182,7.5077946401987,0.681454545454546,0.0784399585289992,0.759202860174379
2.0-10 cm,2,Warmed,0-10 cm,16,20,2018-05-09,2019-09-10,489,8.93369065495223,0.764383561643836,0.181240926466083,0.877892737989039
2.0-10 cm,2,Warmed,0-10 cm,16,21,2018-05-09,2019-12-03,573,9.16239132875691,0.645262333594362,0.0900108390435447,0.70786559785092
2.0-10 cm,2,Warmed,0-10 cm,16,22,2018-05-09,2020-01-28,629,9.29691620687929,0.556045895851721,0.0756004730931991,0.637632998830315
2.0-10 cm,2,Warmed,0-10 cm,16,23,2018-05-09,2021-12-15,1316,10.3619437737352,0.831275720164609,0.165527018365952,0.860100314992371
2.0-10 cm,2,Warmed,0-10 cm,16,24,2018-05-09,2022-08-23,1567,10.6137894644726,0.560224089635854,0.0990175382310227,0.52986702407463
2.0-10 cm,2,Warmed,0-10 cm,16,25,2018-05-09,2022-11-16,1652,10.6899979714194,0.858660998937301,0.18717907882236,0.915727582181482
2.0-10 cm,2,Warmed,0-10 cm,17,18,2018-05-22,2018-10-10,141,7.13955135239879,0.585812356979405,0.0278993108434695,0.640537095167029
2.0-10 cm,2,Warmed,0-10 cm,17,19,2018-05-22,2018-11-07,169,7.40087943628218,0.473730297723292,0.133668281675184,0.569006357702268
2.0-10 cm,2,Warmed,0-10 cm,17,20,2018-05-22,2019-09-10,476,8.89481776330794,0.716970052847915,0.247772354365062,1.09045609235365
2.0-10 cm,2,Warmed,0-10 cm,17,21,2018-05-22,2019-12-03,560,9.12928301694497,0.651502843216897,0.082922806389821,0.523321126942131
2.0-10 cm,2,Warmed,0-10 cm,17,22,2018-05-22,2020-01-28,616,9.2667865406949,0.395491803278689,0.0557693531205291,0.407491269893225
2.0-10 cm,2,Warmed,0-10 cm,17,23,2018-05-22,2021-12-15,1303,10.3476213685681,0.781714285714286,0.107127844832763,0.677762946839016
2.0-10 cm,2,Warmed,0-10 cm,17,24,2018-05-22,2022-08-23,1554,10.6017707884077,0.565302144249513,0.0267992950095367,0.531390108881712
2.0-10 cm,2,Warmed,0-10 cm,17,25,2018-05-22,2022-11-16,1639,10.6786001390995,0.809015421115065,0.12552966418245,0.802340582322712
2.0-10 cm,2,Warmed,0-10 cm,18,19,2018-10-10,2018-11-07,28,4.8073549220576,0.693245778611632,0.123081858144232,0.667262559528785
2.0-10 cm,2,Warmed,0-10 cm,18,20,2018-10-10,2019-09-10,335,8.38801728534514,0.855985037406484,0.238711696634753,1.0511255226912
2.0-10 cm,2,Warmed,0-10 cm,18,21,2018-10-10,2019-12-03,419,8.71080643369935,0.61228813559322,0.0870675716840979,0.516849163776329
2.0-10 cm,2,Warmed,0-10 cm,18,22,2018-10-10,2020-01-28,475,8.89178370321831,0.555819477434679,0.0540680237940188,0.465705424494838
2.0-10 cm,2,Warmed,0-10 cm,18,23,2018-10-10,2021-12-15,1162,10.1823943534045,0.607003891050584,0.0958582425851048,0.425248385629421
2.0-10 cm,2,Warmed,0-10 cm,18,24,2018-10-10,2022-08-23,1413,10.4645457503339,0.497991967871486,0.0260541162312124,0.249704163358875
2.0-10 cm,2,Warmed,0-10 cm,18,25,2018-10-10,2022-11-16,1498,10.5488219084588,0.662576687116564,0.103687695912189,0.465780690549643
2.0-10 cm,2,Warmed,0-10 cm,19,20,2018-11-07,2019-09-10,307,8.26209484537018,0.585748792270531,0.126034482758621,0.645348011513639
2.0-10 cm,2,Warmed,0-10 cm,19,21,2018-11-07,2019-12-03,391,8.61102479730735,0.73643949930459,0.13087840709039,0.26217683448724
2.0-10 cm,2,Warmed,0-10 cm,19,22,2018-11-07,2020-01-28,447,8.80413102118332,0.518486672398968,0.112088241301832,0.271952471363828
2.0-10 cm,2,Warmed,0-10 cm,19,23,2018-11-07,2021-12-15,1134,10.1472049249422,0.84622641509434,0.170753807595913,0.709243014540998
2.0-10 cm,2,Warmed,0-10 cm,19,24,2018-11-07,2022-08-23,1385,10.4356702609366,0.693664795509222,0.139674443841563,0.714770209636622
2.0-10 cm,2,Warmed,0-10 cm,19,25,2018-11-07,2022-11-16,1470,10.5216004397237,0.871720116618076,0.198722873534547,0.962347486268454
2.0-10 cm,2,Warmed,0-10 cm,20,21,2019-09-10,2019-12-03,84,6.39231742277876,0.842725409836066,0.224306964164976,0.797803651068929
2.0-10 cm,2,Warmed,0-10 cm,20,22,2019-09-10,2020-01-28,140,7.12928301694497,0.736872812135356,0.205688391250688,0.817746380662969
2.0-10 cm,2,Warmed,0-10 cm,20,23,2019-09-10,2021-12-15,827,9.69174351917128,0.938137755102041,0.27689623594796,1.1974194865937
2.0-10 cm,2,Warmed,0-10 cm,20,24,2019-09-10,2022-08-23,1078,10.0741414627525,0.822626492325185,0.253143356524978,1.15510525834969
2.0-10 cm,2,Warmed,0-10 cm,20,25,2019-09-10,2022-11-16,1163,10.1836353814732,0.953655352480418,0.315557416789236,1.43491230664623
2.0-10 cm,2,Warmed,0-10 cm,21,22,2019-12-03,2020-01-28,56,5.8073549220576,0.624161073825503,0.0367865280196243,0.13656148092903
2.0-10 cm,2,Warmed,0-10 cm,21,23,2019-12-03,2021-12-15,743,9.5372184005386,0.791092258748674,0.113946030901048,0.514450440012775
2.0-10 cm,2,Warmed,0-10 cm,21,24,2019-12-03,2022-08-23,994,9.95710204156229,0.575115207373272,0.064770601994588,0.546412622019495
2.0-10 cm,2,Warmed,0-10 cm,21,25,2019-12-03,2022-11-16,1079,10.075479149488,0.817982456140351,0.151964884085778,0.76579555435929
2.0-10 cm,2,Warmed,0-10 cm,22,23,2020-01-28,2021-12-15,687,9.4241662888181,0.767962308598351,0.0953470849977965,0.499531678596395
2.0-10 cm,2,Warmed,0-10 cm,22,24,2020-01-28,2022-08-23,938,9.87344411251538,0.524390243902439,0.0479149956084112,0.481542795885326
2.0-10 cm,2,Warmed,0-10 cm,22,25,2020-01-28,2022-11-16,1023,9.99859042974533,0.804374240583232,0.130181541725168,0.729139504750107
2.0-10 cm,2,Warmed,0-10 cm,23,24,2021-12-15,2022-08-23,251,7.97154355395077,0.706521739130435,0.0809637098296892,0.506999580345855
2.0-10 cm,2,Warmed,0-10 cm,23,25,2021-12-15,2022-11-16,336,8.39231742277876,0.37037037037037,0.0492335468638787,0.310400316200898
2.0-10 cm,2,Warmed,0-10 cm,24,25,2022-08-23,2022-11-16,85,6.4093909361377,0.730385164051355,0.0993655291793759,0.499818801201876
3.0-10 cm,3,Control,0-10 cm,26,27,2017-10-20,2017-12-06,47,5.55458885167764,0.891148982957669,0.336810178752181,1.78891358830725
3.0-10 cm,3,Control,0-10 cm,26,28,2017-10-20,2018-01-17,89,6.4757334309664,0.688202247191011,0.0953748422747248,0.50953522820022
3.0-10 cm,3,Control,0-10 cm,26,29,2017-10-20,2018-01-30,102,6.6724253419715,0.71524064171123,0.151586879860876,0.686989695553815
3.0-10 cm,3,Control,0-10 cm,26,30,2017-10-20,2018-02-13,116,6.85798099512757,0.840840840840841,0.142024539877301,0.771135225059899
3.0-10 cm,3,Control,0-10 cm,26,31,2017-10-20,2018-02-27,130,7.02236781302845,0.724431818181818,0.138909671305302,0.695729459955992
3.0-10 cm,3,Control,0-10 cm,26,32,2017-10-20,2018-05-09,201,7.65105169117893,0.618556701030928,0.152614665498101,0.578294528727625
3.0-10 cm,3,Control,0-10 cm,26,33,2017-10-20,2018-05-22,214,7.74146698640115,0.935393258426966,0.214318786896632,1.21109578643326
3.0-10 cm,3,Control,0-10 cm,26,34,2017-10-20,2018-10-23,368,8.52356195605701,0.770538243626062,0.120029538741195,0.746916702017547
3.0-10 cm,3,Control,0-10 cm,26,35,2017-10-20,2018-11-07,383,8.58120058192496,0.970059880239521,0.470006816632584,2.89455586579653
3.0-10 cm,3,Control,0-10 cm,26,36,2017-10-20,2019-11-05,746,9.54303182025524,0.923728813559322,0.221583937534858,1.16174900276854
3.0-10 cm,3,Control,0-10 cm,26,37,2017-10-20,2019-12-17,788,9.62205181945638,0.763157894736842,0.182792519772341,0.716411515435025
3.0-10 cm,3,Control,0-10 cm,26,38,2017-10-20,2019-12-31,802,9.64745842645492,0.730392156862745,0.220826942740286,0.787679389127762
3.0-10 cm,3,Control,0-10 cm,26,39,2017-10-20,2020-01-28,830,9.69696752623429,0.765789473684211,0.196104508987945,0.731714113395639
3.0-10 cm,3,Control,0-10 cm,26,40,2017-10-20,2020-03-10,872,9.76818432477693,0.776412776412776,0.145527179340848,0.70356256158637
3.0-10 cm,3,Control,0-10 cm,26,41,2017-10-20,2021-12-15,1517,10.567005370247,0.859848484848485,0.196407931003823,0.936554952887522
3.0-10 cm,3,Control,0-10 cm,26,42,2017-10-20,2022-09-08,1784,10.8008998999203,0.842818428184282,0.170078357529004,0.778560048448159
3.0-10 cm,3,Control,0-10 cm,26,43,2017-10-20,2022-11-16,1853,10.8556471660273,0.867078825347759,0.185066550097225,0.822343164591442
3.0-10 cm,3,Control,0-10 cm,26,44,2017-10-20,2023-05-30,2048,11,0.895196506550218,0.120074982958419,0.939231055103924
3.0-10 cm,3,Control,0-10 cm,26,45,2017-10-20,2023-12-27,2259,11.1414685553931,0.871212121212121,0.133803173959337,0.845702335387581
3.0-10 cm,3,Control,0-10 cm,26,46,2017-10-20,2024-04-16,2370,11.2106713437856,0.797916666666667,0.141996431452106,0.89405544839762
3.0-10 cm,3,Control,0-10 cm,26,47,2017-10-20,2024-04-30,2384,11.2191685204622,0.809248554913295,0.143121270695016,1.06686052396902
3.0-10 cm,3,Control,0-10 cm,27,28,2017-12-06,2018-01-17,42,5.39231742277876,0.936120789779326,0.248075963276587,1.6496960859117
3.0-10 cm,3,Control,0-10 cm,27,29,2017-12-06,2018-01-30,55,5.78135971352466,0.719162995594714,0.194923564773209,1.21054137046524
3.0-10 cm,3,Control,0-10 cm,27,30,2017-12-06,2018-02-13,69,6.10852445677817,0.970605526161082,0.388241671594717,2.22282495698947
3.0-10 cm,3,Control,0-10 cm,27,31,2017-12-06,2018-02-27,83,6.37503943134693,0.951445086705202,0.435586774554913,2.33266907201394
3.0-10 cm,3,Control,0-10 cm,27,32,2017-12-06,2018-05-09,154,7.2667865406949,0.924773755656109,0.452527385880431,2.25306809929885
3.0-10 cm,3,Control,0-10 cm,27,33,2017-12-06,2018-05-22,167,7.38370429247405,0.988985507246377,0.421889470336856,2.72989640535094
3.0-10 cm,3,Control,0-10 cm,27,34,2017-12-06,2018-10-23,321,8.3264294871223,0.949795680093403,0.223426856779902,1.53448812588333
3.0-10 cm,3,Control,0-10 cm,27,35,2017-12-06,2018-11-07,336,8.39231742277876,0.99706572769953,0.557855312438399,3.74969053207249
3.0-10 cm,3,Control,0-10 cm,27,36,2017-12-06,2019-11-05,699,9.44914864537544,0.983701979045401,0.508166227622171,2.69797178098008
3.0-10 cm,3,Control,0-10 cm,27,37,2017-12-06,2019-12-17,741,9.53332973230583,0.9375,0.479469623021952,2.43189925911337
3.0-10 cm,3,Control,0-10 cm,27,38,2017-12-06,2019-12-31,755,9.56033283421244,0.940944881889764,0.515363197319141,2.49188407391361
3.0-10 cm,3,Control,0-10 cm,27,39,2017-12-06,2020-01-28,783,9.61286849729104,0.953196347031963,0.523090156443202,2.44775090573811
3.0-10 cm,3,Control,0-10 cm,27,40,2017-12-06,2020-03-10,825,9.68825030913318,0.949238578680203,0.4723501987265,2.44423008784651
3.0-10 cm,3,Control,0-10 cm,27,41,2017-12-06,2021-12-15,1470,10.5216004397237,0.963645943097998,0.42931247268146,2.61150730351927
3.0-10 cm,3,Control,0-10 cm,27,42,2017-12-06,2022-09-08,1737,10.7623820387104,0.969522714203565,0.506888536281186,2.48961602310303
3.0-10 cm,3,Control,0-10 cm,27,43,2017-12-06,2022-11-16,1806,10.8185821774809,0.957256461232604,0.41774853720448,2.45711972342443
3.0-10 cm,3,Control,0-10 cm,27,44,2017-12-06,2023-05-30,2001,10.9665054519057,0.974232456140351,0.449352782705828,2.56971453254294
3.0-10 cm,3,Control,0-10 cm,27,45,2017-12-06,2023-12-27,2212,11.1111356702347,0.971623155505108,0.432181065534111,2.53151768542491
3.0-10 cm,3,Control,0-10 cm,27,46,2017-12-06,2024-04-16,2323,11.1817734388088,0.946283233857841,0.437756955619273,2.65680782842542
3.0-10 cm,3,Control,0-10 cm,27,47,2017-12-06,2024-04-30,2337,11.1904420187828,0.947452229299363,0.424086420453165,2.49740240311218
3.0-10 cm,3,Control,0-10 cm,28,29,2018-01-17,2018-01-30,13,3.70043971814109,0.822458270106221,0.0586921315686603,0.589892031764991
