sample_id,sample_num,plot,treatment,date,depth_cm,sample_run_n,total_peak_area_mean,formula_detected_n_mean,cue_wmean,nosc_wmean,lambda_wmean,h_to_c_wmean,o_to_c_wmean,richness,shannon_classes,evenness,mean_nosc_pa,mean_hc,mean_oc,frac_labile,frac_aromatic,frac_lignin,year,doy,date_num,doy_sin,doy_cos,depth_group,flux_mean7d,flux_sd7d,vwc_mean7d,vwc_sd7d,temperature_mean7d,temperature_sd7d,temp_20_30_mean7d,temp_20_30_sd7d,temp_40_50_mean7d,temp_40_50_sd7d,vwc_20_30_mean7d,vwc_20_30_sd7d,vwc_40_50_mean7d,vwc_40_50_sd7d,flux_mean30d,flux_sd30d,vwc_mean30d,vwc_sd30d,temperature_mean30d,temperature_sd30d,temp_20_30_mean30d,temp_20_30_sd30d,temp_40_50_mean30d,temp_40_50_sd30d,vwc_20_30_mean30d,vwc_20_30_sd30d,vwc_40_50_mean30d,vwc_40_50_sd30d,flux_mean90d,flux_sd90d,vwc_mean90d,vwc_sd90d,temperature_mean90d,temperature_sd90d,temp_20_30_mean90d,temp_20_30_sd90d,temp_40_50_mean90d,temp_40_50_sd90d,vwc_20_30_mean90d,vwc_20_30_sd90d,vwc_40_50_mean90d,vwc_40_50_sd90d,npoc_ug_mL_lysimiter_surface_chemistry_mean180d,npoc_ug_mL_lysimiter_surface_chemistry_last365d,npoc_ug_mL_lysimiter_surface_chemistry_days_since365d,tn_ug_mL_lysimiter_surface_chemistry_mean180d,tn_ug_mL_lysimiter_surface_chemistry_last365d,tn_ug_mL_lysimiter_surface_chemistry_days_since365d,po4_ugP_mL_lysimiter_surface_chemistry_mean180d,po4_ugP_mL_lysimiter_surface_chemistry_last365d,po4_ugP_mL_lysimiter_surface_chemistry_days_since365d,no3_ugN_mL_lysimiter_surface_chemistry_mean180d,no3_ugN_mL_lysimiter_surface_chemistry_last365d,no3_ugN_mL_lysimiter_surface_chemistry_days_since365d,nh4_ugN_mL_lysimiter_surface_chemistry_mean180d,nh4_ugN_mL_lysimiter_surface_chemistry_last365d,nh4_ugN_mL_lysimiter_surface_chemistry_days_since365d,npoc_mg_l_10cm_pwchemistry_mean180d,npoc_mg_l_10cm_pwchemistry_last365d,npoc_mg_l_10cm_pwchemistry_days_since365d,tdn_mg_l_10cm_pwchemistry_mean180d,tdn_mg_l_10cm_pwchemistry_last365d,tdn_mg_l_10cm_pwchemistry_days_since365d,npoc_mg_l_30cm_pwchemistry_mean180d,npoc_mg_l_30cm_pwchemistry_last365d,npoc_mg_l_30cm_pwchemistry_days_since365d,tdn_mg_l_30cm_pwchemistry_mean180d,tdn_mg_l_30cm_pwchemistry_last365d,tdn_mg_l_30cm_pwchemistry_days_since365d,tfvol_ml_plotmean_throughfall_mean180d,tfvol_ml_plotmean_throughfall_last365d,tfvol_ml_plotmean_throughfall_days_since365d,npoc_mgC_L_plotmean_throughfall_mean180d,npoc_mgC_L_plotmean_throughfall_last365d,npoc_mgC_L_plotmean_throughfall_days_since365d,tdn_mgN_L_plotmean_throughfall_mean180d,tdn_mgN_L_plotmean_throughfall_last365d,tdn_mgN_L_plotmean_throughfall_days_since365d,litterfall_mean_g_m2_mean180d,litterfall_mean_g_m2_last365d,litterfall_mean_g_m2_days_since365d,rootstock_g_m2_0_10_minirhizotron_mean180d,rootstock_g_m2_0_10_minirhizotron_last365d,rootstock_g_m2_0_10_minirhizotron_days_since365d,rootgrowth_g_m2_day_0_10_minirhizotron_mean180d,rootgrowth_g_m2_day_0_10_minirhizotron_last365d,rootgrowth_g_m2_day_0_10_minirhizotron_days_since365d,rootmortality_g_m2_day_0_10_minirhizotron_mean180d,rootmortality_g_m2_day_0_10_minirhizotron_last365d,rootmortality_g_m2_day_0_10_minirhizotron_days_since365d,rootstock_g_m2_10_20_minirhizotron_mean180d,rootstock_g_m2_10_20_minirhizotron_last365d,rootstock_g_m2_10_20_minirhizotron_days_since365d,rootgrowth_g_m2_day_10_20_minirhizotron_mean180d,rootgrowth_g_m2_day_10_20_minirhizotron_last365d,rootgrowth_g_m2_day_10_20_minirhizotron_days_since365d,rootmortality_g_m2_day_10_20_minirhizotron_mean180d,rootmortality_g_m2_day_10_20_minirhizotron_last365d,rootmortality_g_m2_day_10_20_minirhizotron_days_since365d,rootstock_g_m2_20_30_minirhizotron_mean180d,rootstock_g_m2_20_30_minirhizotron_last365d,rootstock_g_m2_20_30_minirhizotron_days_since365d,rootgrowth_g_m2_day_20_30_minirhizotron_mean180d,rootgrowth_g_m2_day_20_30_minirhizotron_last365d,rootgrowth_g_m2_day_20_30_minirhizotron_days_since365d,rootmortality_g_m2_day_20_30_minirhizotron_mean180d,rootmortality_g_m2_day_20_30_minirhizotron_last365d,rootmortality_g_m2_day_20_30_minirhizotron_days_since365d,cv_fold
44,44,3,control,2023-05-30,10,2,16481951007.9446,410,0.59027410533056,-0.98000158384851,0.0278123981158466,1.29076972962608,0.132343395874701,180,1.32730315100251,0.824699816468911,-0.616872297119507,1.05076614346713,0.142933814376134,0.138888888888889,0.605555555555556,0.255555555555556,2023,150,19507,0.53222713884744,-0.846601602097627,surface,,,,,,,,,,,,,,,3.58870465314338,0.926694062269241,0.427055154691009,0.0167154507311251,24.462544275825,0.400434940501458,24.2345074864562,0.183141705263071,24.0001236684312,0.198385473875297,0.429921176169615,0.010736814295008,0.429921176169615,0.010736814295008,2.67992653557174,0.790201287356034,0.390029187769352,0.0516316247394824,22.8745511653034,1.24054380722603,22.9234312506115,0.978510548440783,22.8761497188291,0.826464292909417,0.402444685417239,0.0328675954192332,0.402444685417239,0.0328675954192332,14.23,8.459,0,4.36605384615385,2.157,0,,,,,,,,,,1.39636,2.652,138,1.3558,1.331,138,0,0.7992,195,0.02662,0.2966,195,,,,,,,,,,18.5211379529561,24.5637913223141,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
45,45,3,control,2023-12-27,10,2,8032497947.29659,297,0.603165611672357,-1.09615828674203,0.0284062872603606,1.39332195514781,0.165056509092157,121,1.3753047189094,0.854524867523098,-0.640834740541875,1.01847710851511,0.152356408507488,0.165289256198347,0.56198347107438,0.272727272727273,2023,361,19718,-0.0730451882110474,0.997328632136475,surface,2.994147,0.0571087720757502,0.4530766675,0.0159711981280245,23.16929725,0.266883665976631,23.026962625,0.0235022848629919,23.347671875,0.106895983762398,0.43494214625,0.0173675095144649,0.43494214625,0.0173675095144649,2.73162021740363,0.340869775822166,0.448811295898526,0.00944641212130402,23.2529587723923,0.62296742627383,23.8168503392857,0.404325936275156,24.0268699101474,0.352218315615667,0.427603373545918,0.0158295837277659,0.427603373545918,0.0158295837277659,3.15849691306492,0.891447867037816,0.429667427827896,0.0303014073584785,24.7132144033811,1.11413083843956,25.0029418641967,0.867296497761759,25.0465649100512,0.740192121792981,0.422125324372307,0.0219122562296353,0.422125324372307,0.0219122562296353,8.04569230769231,8.188,0,1.64645384615385,1.039,0,,,,,,,,,,1.91581111111111,2.652,349,0.701444444444444,1.331,349,1.9147,1.6634,0,0.6045,0.4454,0,2625,2310,62,13.3385714285714,10.65,62,0.546557142857143,0.6373,62,17.7499309900626,13.0730888429752,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
46,46,3,control,2024-04-16,10,3,13694220820.1118,420.666666666667,0.597834207557168,-1.04999289493926,0.0273499813625145,1.31264348274232,0.130984820619272,251,1.36848291854096,0.763764859091575,-0.747032284050099,1.08219744943518,0.127816570594021,0.191235059760956,0.537848605577689,0.266932270916335,2024,107,19829,0.963807423136731,-0.266599420679294,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0597692307692,9.248,0,1.74744615384615,1.4,0,,,,,,,,,,2.26102222222222,0.9611,0,0.440388888888889,0.137,0,1.9147,1.6634,111,0.6045,0.4454,111,2252.30769230769,1700,4,12.4392307692308,9.267,4,1.16016923076923,0.9311,4,16.397121030883,9.29080578512397,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
47,47,3,control,2024-04-30,10,2,20398687059.3851,600,0.572996626944012,-0.808527904593544,0.0307699881225481,1.14627506176795,0.135022035898877,292,1.23627737703223,0.689979541486592,-0.534597316433,0.970763427348319,0.141865291925424,0.0856164383561644,0.633561643835616,0.277397260273973,2024,121,19843,0.872404056804961,-0.488785394288993,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.186,6.454,0,1.7967,1.203,0,,,,,,,,,,2.31218888888889,1.232,0,0.448322222222222,0.277,0,1.7211,1.7788,0,0.475,0.5046,0,2528.46153846154,5900,5,11.9587692307692,4.404,5,1.1373,0.34,5,16.3551997245179,9.29080578512397,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
48,48,4,warmed,2017-10-20,10,2,76223049945.0917,1490.5,0.542413868664079,-0.491667304858055,0.0371678640548326,1.16853740827536,0.331755681653446,731,1.03751621234722,0.579048823330185,-0.397183813183837,1.08202806243334,0.322274600854291,0.0478796169630643,0.351573187414501,0.578659370725034,2017,293,17459,-0.946713918146386,0.32207570102061,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1279607748231,4.24722785477212,0.315795362421154,0.0411543983767541,27.9224489454594,1.19408572797823,,,,,,,,,,,,,,,,,,,,,,,,3.6275,2.042,0,1.12325,1.873,0,1.5269,1.7152,0,0.49472,2.81,0,,,,,,,,,,31.9511019283747,33.5180785123967,59,648.492631846472,473.10971140514,29,1.72659297876866,0.127825423675203,29,5.766599021456,0.53255368727729,29,73.273880746889,47.3188947565926,29,0.0628105583682364,0,29,0.0670331091048558,0,29,4.45572769352432,0,29,0.0464441994731034,0,29,0.100978219608937,0,29,2
49,49,4,warmed,2017-12-06,10,2,104027611973.134,2333.5,0.525298662008608,-0.319622425812327,0.0413359083268725,1.19384889178763,0.424152999499227,1397,0.996762465777014,0.556303724297576,-0.253616689101179,1.10061968479502,0.387205972493032,0.0422333571939871,0.226198997852541,0.670722977809592,2017,340,17506,-0.420831008595656,0.907139053400504,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.662,2.952,0,1.22275,1.5928,0,1.5263,0.7832,0,1.000125,1.561,0,,,,,,,,,,28.9561377617598,1.23273705959113,1,537.210934778634,530.130552027448,31,3.17953270024461,2.64049840439697,31,4.93309926382475,0,31,62.7586204736569,47.3188947565926,31,0.0489353093263517,0,31,0.0835058783350334,0,31,0.638353628063524,0,31,0.00669047458120318,0,31,0.0159452052703689,0,31,1
50,50,4,warmed,2018-01-17,10,2,83059942216.066,1790.5,0.533240347158672,-0.399762830834294,0.0385063960931446,1.12758754538747,0.349096027851577,878,1.01759403368538,0.56793004371496,-0.329805262203309,1.05658320961457,0.339305156188006,0.0273348519362187,0.345102505694761,0.593394077448747,2018,17,17548,0.288290640709518,0.957542952811672,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7084,2.952,0,1.01636,0.3426,0,1.55602857142857,1.4556,0,1.46628571428571,0.7824,0,,,,,,,,,,19.2128895327161,1.39475723140496,1,541.440187062102,603.410744416604,28,2.44935369494912,1.32766717442246,28,0.846351887601546,0.296633410291316,28,56.4274152952126,49.3699297875479,28,0.195132963967997,0.678303841367723,28,0.0835058783350334,0,28,0,0,28,0,0,28,0,0,28,1
51,51,4,warmed,2018-01-30,10,2,97364009061.3555,2403,0.52965717939402,-0.365482263078178,0.042738309255992,1.23874336371956,0.422876456015844,1335,1.0534548876455,0.587944367387301,-0.361804217769494,1.17957785441456,0.371667772954534,0.106367041198502,0.173033707865169,0.680149812734082,2018,30,17561,0.493468141677237,0.869763872065065,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.08,22.08,0,2.214,2.214,0,0.60574871,0.60574871,0,0.16329438,0.16329438,0,0.732543955,0.732543955,0,2.731,2.952,13,0.925966666666667,0.3426,13,1.527925,1.4556,13,1.33005,0.7824,13,,,,,,,,,,15.0180263601743,1.39475723140496,14,550.236605261752,623.35981168768,12,2.55455635967046,2.42160823023439,12,0.417226093016487,0.190949362509921,12,53.4151973416034,55.4179311331716,12,0.195132963967997,0,12,0.0835058783350334,0,12,0,0,12,0,0,12,0,0,12,1
52,52,4,warmed,2018-02-13,10,2,83711515488.2296,2390.5,0.534159024714743,-0.409845404862114,0.039027544864835,1.16160216509404,0.362802473872568,1246,1.11010233734179,0.619559911029829,-0.355446873040486,1.09391728698471,0.338738587766987,0.07223113964687,0.316211878009631,0.581861958266453,2018,44,17575,0.686675980345155,0.726963615332308,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.555,19.03,0,2.166,2.118,0,0.327004585,0.04826046,0,0.14174922,0.12020406,0,0.9754550025,1.21836605,0,2.69571428571429,2.952,27,0.842771428571429,0.3426,27,1.5445,1.4556,27,1.40955,0.7824,27,,,,,,,,,,6.64874507327942,1.39475723140496,28,551.954704786918,560.567552401508,13,3.6276590504332,11.3457136352171,13,1.56266694551004,11.4544085249355,13,52.6869413388597,60.9963319809025,13,0.308537901495243,1.13404937527246,13,0.0164727692301776,0,13,0,0,13,0,0,13,0,0,13,2
53,53,4,warmed,2018-02-27,10,2,81797759918.4402,2097,0.5338911038457,-0.407796888704723,0.041208538116974,1.21214187506648,0.389495525375102,1132,1.09264427092566,0.609816378643949,-0.367675801311078,1.13532902841995,0.351180040465763,0.0918727915194346,0.25,0.629858657243816,2018,58,17589,0.840248069607847,0.542202159272985,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5086666666667,17.416,0,1.91533333333333,1.414,0,0.237304223333333,0.0579035,0,1.31493448,3.661305,0,0.807427695,0.47137308,0,2.624,2.952,41,0.7736,0.3426,41,1.502075,1.4556,41,1.410475,0.7824,41,,,,,,,,,,2.19021496702204,1.39475723140496,42,570.222052439817,583.030693059164,12,5.04216411093291,2.96993304241651,12,1.25128801326125,0.0334097878209754,12,59.3939461862115,83.2754293360453,12,1.24522198447073,2.89619206220749,12,0.0598263362685676,0,12,0,0,12,0,0,12,0,0,12,4
54,54,4,warmed,2018-05-09,10,2,75481611868.2909,2303,0.53043774013365,-0.37148261475739,0.0420949025039447,1.20200792125084,0.403885049277249,1227,1.16423621997923,0.649772606186265,-0.253833433890426,1.08801011828381,0.390970258063096,0.0668296658516707,0.248573757131214,0.603096984515077,2018,129,17660,0.797101592787194,-0.603845220877104,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.60975,12.988,1,1.79585,0.8904,1,0.18650247875,0.08261379,1,1.94894569875,0.19150828,1,0.605847435375,0,1,2.93111111111111,2.292,0,0.582511111111111,0.2318,0,1.28783636363636,0.752,0,0.905563636363636,0.0634,0,,,,,,,,,,2.52556498306864,1.39475723140496,113,635.258771997472,762.068524757555,7,5.47195284087404,2.80047026946184,7,1.19464374032393,0.0246823636481368,7,75.7556709040771,93.1100523680708,7,1.5477470231438,0.87142785586858,7,0.36100605497402,0.155035826063219,7,0,0,7,0,0,7,0,0,7,1
55,55,4,warmed,2018-05-22,10,3,75168444595.8078,2216,0.535995041987773,-0.427894710007129,0.0391556306852646,1.18347980774093,0.366068264205242,1382,1.21183139151699,0.676335977194015,-0.363739031019671,1.10780137224618,0.338596708386893,0.0984081041968162,0.287988422575977,0.573082489146165,2018,142,17673,0.643336520404492,-0.765583517007675,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1557777777778,12.524,0,1.68942222222222,0.838,0,0.18808454,0.20074103,0,1.73239617666667,0,0,0.538531053666667,0,0,2.83784444444444,2.292,13,0.515777777777778,0.2318,13,1.14172727272727,0.752,13,0.668027272727273,0.0634,13,,,,,,,,,,2.51696303586501,1.39475723140496,126,646.314800344644,664.939849281461,6,5.9867676224555,8.23770281266787,6,1.17164538580068,0.448674976309975,6,79.6850837387411,95.8276383253212,6,1.55883370574235,0.411272461282761,6,0.36100605497402,0,6,0,0,6,0,0,6,0,0,6,2
56,56,4,warmed,2018-10-23,10,2,86783732440.7394,3359,0.529040500555198,-0.357573375785225,0.0406036211010107,1.17993430319123,0.396480484018853,1927,1.16927106434042,0.652582606327274,-0.286700411796047,1.11563244459288,0.374426115237001,0.101193565127141,0.223663725998962,0.615983393876492,2018,296,17827,-0.928839430255807,0.370482540482096,surface,5.8248855836465,2.32896083377049,0.430284578080363,0.0099858414405043,25.5153390095169,0.35190021524162,26.1045665544044,0.0889775923522441,26.0763847306749,0.0535119330277186,0.436488955521774,0.00634537488294535,0.436488955521774,0.00634537488294535,7.00086469899232,2.19976762964725,0.424527442681555,0.0119396009025926,25.7029575632738,0.405346472523547,26.1990119432583,0.132576232466792,26.1582219341781,0.0889260537437425,0.439814306627422,0.00809006237083302,0.439814306627422,0.00809006237083302,7.00086469899232,2.19976762964725,0.424527442681555,0.0119396009025926,25.7029575632738,0.405346472523547,26.1990119432583,0.132576232466792,26.1582219341781,0.0889260537437425,0.439814306627422,0.00809006237083302,0.439814306627422,0.00809006237083302,13.3101538461538,11.916,42,1.02083076923077,0.9258,42,0.102367577692308,0.12985143,42,0.127623079153846,0.108138537,42,0.0730598076923077,0.10626,42,2.92855,2.292,167,0.28315,0.2318,167,5.84622222222222,0.752,167,0.259044444444444,0.0634,167,,,,,,,,,,6.87303983894893,7.58458161157025,97,762.61302323774,843.474692816626,118,8.52673788986829,2.30218451215513,118,1.40376900383348,0,118,97.7544518722548,102.612623266421,118,1.31851407095994,2.02575723997084,118,0.331599592408129,0,118,0,0,118,0,0,118,0,0,118,3
57,57,4,warmed,2018-11-07,10,2,78714888561.8683,2061,0.537095902704551,-0.439254787704228,0.0393008188761122,1.19747007710039,0.37150385001987,1040,1.11670894710825,0.623247130145968,-0.342736628912428,1.11191257622022,0.361313849350207,0.0692307692307692,0.279807692307692,0.599038461538462,2018,311,17842,-0.803547648533912,0.595240435904367,surface,9.77317017598344,1.88053650489782,0.429166741459627,0.0225340038254378,24.5390898498965,0.426630516455815,25.2590059886128,0.199644112423465,25.4067961982402,0.144025766443509,0.43084355007764,0.0247866567767025,0.43084355007764,0.0247866567767025,8.50787437621113,2.93041090154946,0.427570973719246,0.0153301069933529,25.1760956267034,0.634829188921702,25.8324311648319,0.455175422347076,25.8747475186601,0.356864222084705,0.435062571062819,0.0165176678203897,0.435062571062819,0.0165176678203897,7.91703453990464,2.6146221307688,0.423989404746816,0.0148017833021012,25.3917474432772,0.654682090045658,25.9634064292393,0.420820212116085,25.9740428655988,0.326774122733046,0.436010219741768,0.0144163632429902,0.436010219741768,0.0144163632429902,13.3444615384615,11.916,57,1.03375384615385,0.9258,57,0.09814192,0.12985143,57,0.125086786692308,0.108138537,57,0.0785213461538462,0.10626,57,2.9453,2.292,182,0.32515,0.2318,182,5.88822222222222,0.752,182,0.270444444444444,0.0634,182,,,,,,,,,,7.30632814155541,7.58458161157025,112,762.749147857787,843.474692816626,133,9.9583047949699,2.30218451215513,133,1.74854066387982,0,133,98.9155517483009,102.612623266421,133,1.43028562473278,2.02575723997084,133,0.375740533994357,0,133,0,0,133,0,0,133,0,0,133,3
58,58,4,warmed,2019-11-05,10,2,81735158433.3019,2553.5,0.526022698782523,-0.327014607822193,0.0416503056646782,1.19339461167465,0.421107424055362,1490,1.07861492892114,0.601986453787705,-0.254367417387892,1.11446601459512,0.395190418816446,0.0711409395973154,0.209395973154362,0.650335570469799,2019,309,18205,-0.823547234955601,0.567247698802723,surface,3.999835,,0.331836907142857,,25.6289771428571,,25.2298371428571,,25.3471871428572,,0.426165928571429,,0.426165928571429,,3.999835,,0.331836907142857,,25.6289771428571,,25.2298371428571,,25.3471871428572,,0.426165928571429,,0.426165928571429,,3.999835,,0.331836907142857,,25.6289771428571,,25.2298371428571,,25.3471871428572,,0.426165928571429,,0.426165928571429,,28.2861538461538,17.644,13,3.72876923076923,1.9062,13,0.367626903846154,0.14419892,13,1.72132161469231,0.636237544,13,0.704858095384615,0.29982024,13,9.584,5.444,28,1.06855,0.6652,28,2.308675,1.2586,40,0.28335,0.5198,40,,,,,,,,,,12.7021138998561,15.6083419421488,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
59,59,4,warmed,2019-12-17,10,2,70878528923.8483,2528.5,0.529988236079331,-0.366280409600489,0.040173455111151,1.16602091117206,0.390533195149473,1382,1.19495909449452,0.66691936893145,-0.254666395325811,1.08819087488073,0.388675794177611,0.0817655571635311,0.243849493487699,0.597684515195369,2019,351,18247,-0.242686844582595,0.970104682736117,surface,3.34118267857143,0.161515187907213,0.330796519642857,0.0255403538882584,24.7071523809524,0.251584369607894,25.2015166071429,0.070900708761749,25.3159420238095,0.0404070832656103,0.414542767857143,0.0258254982754667,0.414542767857143,0.0258254982754667,4.23767654229895,0.946922690785057,0.286771163209648,0.0551994010737428,24.8274494751421,0.543887504603222,25.2388693850526,0.210655659978282,25.3569623896277,0.139790517526367,0.398116462383916,0.0271234047153863,0.398116462383916,0.0271234047153863,4.49256676822003,0.95273989254188,0.287239418713963,0.0512973725338631,24.9176609361818,0.515305924849261,25.3133621355463,0.226322376992868,25.4192285985462,0.162933426883598,0.398261128220807,0.024323022192606,0.398261128220807,0.024323022192606,22.8798461538462,17.644,55,3.12224615384615,1.9062,55,0.233218048461538,0.14419892,55,1.34333648376923,0.636237544,55,0.724600966153846,0.29982024,55,8.248,5.444,70,1.011,0.6652,70,0.96955,1.2586,82,0.2367,0.5198,82,,,,,,,,,,12.0827674866999,15.6083419421488,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
60,60,4,warmed,2019-12-31,10,2,84433257307.6714,3778.5,0.528753388275015,-0.354019792394479,0.0393145443817006,1.13399745938837,0.372621633874637,2125,1.24178089091868,0.693051111069988,-0.268662448309494,1.09726097913108,0.374048876519972,0.107294117647059,0.241411764705882,0.587294117647059,2019,365,18261,-0.00430059270298197,0.999990752408443,surface,3.42708475,0.400812261518716,0.314521679880952,0.0177925176537275,25.4918093174603,0.589119681258578,25.2891524484127,0.176033006161371,25.3455058769841,0.0694838570073375,0.410746761825397,0.011375824970904,0.410746761825397,0.011375824970904,3.66578813529412,0.45155347104423,0.312884508826797,0.0259199347160348,25.006105308878,0.530609582905123,25.2605185427015,0.157697019350222,25.3461604889434,0.103357107424645,0.409420502832789,0.0164166490984235,0.409420502832789,0.0164166490984235,4.26840079883265,0.935515251514551,0.293963649000592,0.0464553315040848,24.9735570332404,0.53817705982552,25.2988146236967,0.207942275709533,25.4006431878896,0.147384497615164,0.401430743136359,0.0222464393313219,0.401430743136359,0.0222464393313219,20.3804615384615,17.644,69,2.67807692307692,1.9062,69,0.140789341538462,0.14419892,69,1.31805389153846,0.636237544,69,0.509072861538462,0.29982024,69,7.23133333333333,5.444,84,1.0373,0.6652,84,0.941111111111111,1.2586,96,0.233666666666667,0.5198,96,,,,,,,,,,11.7442151897146,15.6083419421488,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
61,61,4,warmed,2020-01-28,10,2,122068599730.448,5576.5,0.508084568211448,-0.142751849367227,0.0436098293268251,1.13027846217376,0.477005527038415,3580,1.21688901953209,0.679158693134388,-0.163040391440619,1.06182819710299,0.401814037946551,0.0812849162011173,0.203351955307263,0.633240223463687,2020,28,18289,0.463257922567492,0.88622350294858,surface,2.55032827355072,0.339505670446988,0.357146804632505,0.0210080205448638,24.4322753804348,0.188692066253628,24.6856882427536,0.0858632219430868,24.7922089518634,0.0475804666745369,0.434786340916149,0.00904881412809503,0.434786340916149,0.00904881412809503,2.80960167100197,0.401954478191017,0.341407881105379,0.0231545215813014,24.5193862189253,0.683839201115257,24.8863928244696,0.369136299202149,25.0293689168097,0.308720551745906,0.42431471910217,0.0154652219788847,0.42431471910217,0.0154652219788847,3.78147346859043,1.06101560538477,0.309928936190531,0.0462709797572391,24.7947995681859,0.61659256173499,25.15117812688,0.337966107930032,25.2702231819294,0.281650388724343,0.409152291403972,0.0230572373155268,0.409152291403972,0.0230572373155268,17.3587692307692,17.644,97,1.9342,1.9062,97,0.118404098461538,0.14419892,97,0.751762803923077,0.636237544,97,0.149885861538462,0.29982024,97,6.21815,5.444,112,0.984275,0.6652,112,0.8939,1.2586,124,0.2141,0.5198,124,,,,,,,,,,11.9795443043798,15.6083419421488,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
62,62,4,warmed,2020-03-10,10,2,105604192640.03,7220.5,0.519168025234809,-0.255963142023956,0.0399791036978698,1.09529122110423,0.399976625731701,4770,1.34782526542781,0.752235603369513,-0.222981209146539,1.04784123914466,0.365497791227899,0.10062893081761,0.272955974842767,0.556603773584906,2020,70,18331,0.933541891117921,0.358468321512481,surface,2.86680739166667,0.860724227107573,0.262244331166667,0.0769696412482622,23.7730132666667,0.520906501608802,24.1838489583333,0.338971082161395,24.385662375,0.257117727887866,0.39199667625,0.0357335625147985,0.39199667625,0.0357335625147985,3.3611048270202,0.666727472048447,0.235195713080808,0.0563790562995663,24.1925259556678,0.458266598084613,24.5103679356061,0.270703641900509,24.6595298449776,0.218429841741915,0.367388754328002,0.0378742667349281,0.367388754328002,0.0378742667349281,3.22892152778941,0.59248512648376,0.294909136520877,0.0591929077914374,24.5253246394047,0.593960491190264,24.8174835030791,0.372971314848916,24.9468587837452,0.330584666026561,0.399968215063923,0.0345926551999708,0.399968215063923,0.0345926551999708,14.7786153846154,17.644,139,1.74716923076923,1.9062,139,0.0934881861538462,0.14419892,139,0.655191149076923,0.636237544,139,0.142300233846154,0.29982024,139,5.56168888888889,5.444,154,0.876088888888889,0.6652,154,0.742266666666667,1.2586,166,0.2126,0.5198,166,,,,,,,,,,13.3406916050457,15.6083419421488,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
63,63,4,warmed,2021-12-15,10,3,23412300409.2734,480.333333333333,0.562312006285058,-0.695338015993181,0.0354425980787582,1.158101616461,0.209216640780082,198,1.25264749347551,0.699115877431467,-0.570658001656008,1.06540744405928,0.216801868058104,0.126262626262626,0.540404040404041,0.328282828282828,2021,349,18976,-0.27591294500296,0.961182629254084,surface,2.03255663847118,0.312694760036379,0.415416269392231,0.00666673443622746,25.2814108803258,0.594135272262568,25.5809826848371,0.24537744091651,25.674866660401,0.146329825989613,0.422655522399749,0.00595870611865276,0.422655522399749,0.00595870611865276,2.14463772277917,0.356984475187034,0.41080051389237,0.0109441294038909,25.2401045537455,0.522254935337137,25.5493479413812,0.221752599808977,25.6619864303119,0.129343375996492,0.420716811072821,0.00655412466458836,0.420716811072821,0.00655412466458836,2.14463772277917,0.356984475187034,0.41080051389237,0.0109441294038909,25.2401045537455,0.522254935337137,25.5493479413812,0.221752599808977,25.6619864303119,0.129343375996492,0.420716811072821,0.00655412466458836,0.420716811072821,0.00655412466458836,13.6425,8.756,14,1.40085,0.9568,14,0.0465,0.058,14,0.63975426575,0.53427065,14,0.0781666666666667,0.062,14,1.8982,1.004,43,1.21148571428571,1.497,43,1.69945714285714,3.146,57,0.560257142857143,0.66,57,,,,,,,,,,15.813930387794,16.073347107438,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
